lid,name,lat,lon,value,pe,ts,dur,obstime,zonenum,ffg,ratio,topperformer
CSQG1,SOQUE RIVER AT GA 197 NR CLARKSVILLE,34.618611111111,-83.528888888889,0.29,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
CSG,COLUMBUS AIRPORT,32.516111111111,-84.942222222222,1.31,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
MLMV2,MILL MOUNTAIN IFLOWS,37.250555555556,-79.932222222222,0.04,PP,RR,5,Hourly 2018-06-28 02:00:00Z / 05 Min 2018-06-29 01:35:00Z,9999,9999,9999,None
LEBV2,LEBANON,36.9091666666667,-82.0608333333333,0.03,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1590276410000,9999,9999,None
VHXA1,Valley Head HCN-M,34.5652777777778,-85.6169444444444,0.92,PP,RG,5,Hourly 2018-06-28 02:00:00Z / 05 Min 2018-06-29 01:35:00Z,9999,9999,9999,None
CKVT1,Clarksville,36.522222222222,-87.377777777778,1.47,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
ELKT1,Elkton,35.0363888888889,-86.8875,1.47,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
WAVN7,WAYNESVILLE 4 S,35.426388888889,-83.010277777778,0.4,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,9999,9999,9999,None
CFKT1,CLEAR FORK NR ROBBINS 3NW,36.388888888889,-84.630277777778,0.35,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1557263100000,9999,9999,None
WKHV2,WALKER HOUSE IFLOWS,36.836111111111,-81.578611111111,0.16,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
CHYN7,#66 CHANTILLY ELEM,35.208055555556,-80.800833333333,0.01,PC,RR,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:50:00Z,9999,9999,9999,None
FALT1,FALL CREEK,35.6825,-85.308611111111,3.21,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
DECT1,DECATUR,35.5222,-84.7964,1.3,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1594274300000,9999,9999,None
PBCV2,POUND RIVER BELOW COLD CAMP CREEK NEAR POUND,37.121944444444,-82.598611111111,0.06,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,1504266100000,9999,9999,None
CKEN7,CHEROKEE 8 NE,35.570555555556,-83.242777777778,1.42,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
EFKN7,EAST FORK DAM TANASEE CK,35.213333333333,-83.002222222222,0.57,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 00:00:00Z,9999,9999,9999,None
SOLT1,BEAVER CREEK AT SOLWAY,35.965,-84.178611111111,1.22,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:10:00Z,1592261000000,9999,9999,None
DUGT1,DOUGLAS DAM SEVIERVILLE,35.9625,-83.540555555556,1.33,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,1584273900000,9999,9999,None
ACST1,Ashland City,36.32,-87.051111111111,0.34,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
MRBN7,BEAVER CREEK,35.222222222222,-83.919722222222,0.92,PP,RR,5,Hourly 2018-06-28 02:00:00Z / 05 Min 2018-06-29 01:05:00Z,1595285400000,9999,9999,None
SKYN7,SKYLAND 5 W CRN,35.495,-82.615,0.18,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
KRKV2,KONNAROCK,36.6666666666667,-81.6,0.01,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
SUGV2,SUGARLOAF MTN IFLOWS,37.238611111111,-80.041944444444,0.04,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
AVL,ASHEVILLE REG AP,35.431944444444,-82.5375,0.16,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
NBOV2,NEBO IFLOWS,36.9008333333333,-81.425,0.08,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
HOTN7,BARNARD,35.883333333333,-82.74,0.65,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,9999,9999,9999,None
SPST1,Springfield,36.5130555555556,-86.8622222222222,0.02,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
AVLN7,ASHEVILLE,35.609166666667,-82.578611111111,0.33,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
JENT1,Jena,35.6538,-84.1519,0.5,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1589216310000,9999,9999,None
CBOT1,CRAB ORCHARD RAIN GAUGE,35.911388888889,-84.889444444444,0.83,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
COOT1,Cookeville,36.1069444444444,-85.5047222222222,0.9,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
MSCV2,MASON CREEK IFLOWS,37.352222222222,-80.046944444444,0.12,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
CSVT1,Crossville NCDC CRN Site,36.013888888889,-85.134444444444,0.85,PP,RG,5,Hourly 2018-06-28 02:00:00Z / 05 Min 2018-06-29 01:10:00Z,9999,9999,9999,None
CEPN7,E FK PIGEON RVR,35.461666666667,-82.870277777778,0.11,PP,RR,5,Hourly 2018-06-28 02:00:00Z / 05 Min 2018-06-29 01:50:00Z,9999,9999,9999,None
STMN7,STRATTON MEADOWS,35.341944444444,-84.029444444444,1.03,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
FONN7,FONTANA,35.450277777778,-83.805277777778,0.69,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
MDVG1,MIDVILLE,32.815555555556,-82.235833333333,1.25,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
BCPT1,BEAVER CREEK AT POWELL TN,36.018333333333,-84.051666666667,0.01,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1592265100000,9999,9999,None
WLDT1,WILDWOOD,35.8,-83.8333333333333,1.02,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1586265100000,9999,9999,None
SEVT1,Sevierville TN,35.878333333333,-83.577777777778,1.58,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1584263900000,9999,9999,None
NCCT1,Mile Straight,35.2111111,-85.215278,0.91,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1594252300000,9999,9999,None
YOSV2,YOST IFLOWS,38.051666666667,-79.541111111111,0.04,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
DURS1,FOUNTAIN INN 2 NE,34.7125,-82.161666666667,0.02,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,9999,9999,9999,None
SABS1,GREENWOOD RAIN NR SAMPLE BRANCH,34.215555555556,-82.155555555556,0.12,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
FLDT1,Ft. Loudon Dam (Lenoir City 1E),35.7922222222222,-84.2455555555556,0.9,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,1586251410000,9999,9999,None
EMPV2,EMPIRE AIRPORT,36.895,-81.3425,0.08,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
LVGT1,Livingston,36.383333333333,-85.316666666667,0.08,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 00:30:00Z,9999,9999,9999,None
GTTT1,GATLINBURG,35.713611,-83.5125,1.0,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1584264710000,9999,9999,None
CHA,LOVELL FIELD CHATTANOOGA,35.0247222222222,-85.2033333333333,1.09,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,1594241900000,9999,9999,None
MMTN7,MT MITCHELL DCP/COOP,35.76,-82.270833333333,0.15,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
ETOT1,ETOWAH,35.33,-84.520833333333,1.51,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1595252310000,9999,9999,None
BNDV2,BLAND DCP,37.105,-81.106667,0.01,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
ONIT1,ONEIDA,36.5,-84.5166666666667,0.12,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1557252900000,9999,9999,None
FLTN7,FLETCHER 4 W CRN,35.418611111111,-82.556666666667,0.17,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
MABW2,MEADOW BLUFF IFLOWS,37.909444444444,-80.667777777778,0.12,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
PDK,Atlanta Peachtree DeKalb Airport,33.875,-84.3022222222222,0.79,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
ORLT1,Orlinda,36.6,-86.7666666666667,0.06,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 00:30:00Z,9999,9999,9999,None
MKJ,MT EMPIRE AIRPORT,36.8947222222222,-81.35,0.02,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
WBOT1,Watts Bar Dam,35.6166666666667,-84.7833333333333,1.34,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,1594293000000,9999,9999,None
CMRG1,Commerce,34.200277777778,-83.515833333333,0.8,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
CCVT1,CADES COVE,35.603888888889,-83.782777777778,1.03,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1589269900000,9999,9999,None
MOOV2,GATHRIGHT DAM DCP,37.9494444444445,-79.9594444444444,0.11,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
1A5,MACON COUNTY AIRPORT,35.2225,-83.418888888889,0.42,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
GEOT1,GEORGETOWN,35.3,-84.95,0.52,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1595211421000,9999,9999,None
DOVT1,Dover,36.490555555556,-87.838888888889,2.66,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
DERT1,DEROSSETT,35.963055555556,-85.281388888889,0.25,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
CPAT1,CHIMNEY PICNIC AREA,35.6333,-83.5333,1.93,PP,RR,5,Hourly 2018-06-28 02:00:00Z / 05 Min 2018-06-29 01:45:00Z,1586269500000,9999,9999,None
MSTT1,EAST MORRISTOWN,36.2725,-83.226111111111,0.2,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1581259700000,9999,9999,None
RBDS1,RICHARD B RUSSELL LAKE NR CALHOUN FALLS SC,34.101111111111,-82.618055555556,0.06,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-28 13:00:00Z,9999,9999,9999,None
CBYT1,COSBY,35.808888888889,-83.248333333333,0.53,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1583225900000,9999,9999,None
SUNV2,BACK CREEK DCP AT SUNRISE,38.1902777777778,-79.8119444444444,0.02,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
BNHV2,BEN HUR,36.7205555555556,-83.1008333333333,0.04,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,1591284000000,9999,9999,None
CHOG1,Choestoe,34.8,-83.9,0.9,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
SKMN7,SYLVA,35.366666666667,-83.220277777778,2.3,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 00:00:00Z,9999,9999,9999,None
ISOT1,ISOLINE,36.078055555556,-84.889444444444,0.45,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
AHN,Athens Airport,33.948055555556,-83.3275,0.36,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
PTBT1,Petersburg,35.3266666666667,-86.6538888888889,0.92,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
NFGT1,Newfound Gap TN,35.610833333333,-83.428888888889,0.63,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1584264990000,9999,9999,None
ERDW2,ELLISON RIDGE IFLOWS,37.5905555555556,-81.0416666666667,0.04,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
NRKV2,NORTH FORK IFLOWS,37.454722222222,-80.528611111111,0.16,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
FNKN7,FRANKLIN DCP,35.2,-83.380277777778,0.6,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 00:45:00Z,9999,9999,9999,None
PICV2,POUND RIVER ABOVE INDIAN CREEK NEAR POUND,37.123888888889,-82.608055555556,0.04,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,1504267000000,9999,9999,None
BELT1,Bellevue,36.054444444444,-86.928333333333,0.36,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
CPRT1,COPPERHILL TN,35.003888888889,-84.386944444444,1.08,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1596219100000,9999,9999,None
OPRN7,#48 OLDE PROVIDENCE ELEM SCH,35.110277777778,-80.798888888889,0.01,PC,RR,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:50:00Z,9999,9999,9999,None
DCU,Decatur ASOS / Pryor Field,34.6525,-86.9452777777778,0.91,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
PIPW2,BLUESTONE R. AT PIPESTEM,37.543888888889,-81.010555555556,0.02,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
CRLN7,#13 USGS OFFICE,35.163055555556,-80.880277777778,0.01,PC,RR,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:50:00Z,9999,9999,9999,None
BALW2,BALLARD IFLOWS,37.475,-80.7616666666667,0.04,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
RDDT1,RODDY,35.765555555556,-84.7775,0.12,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1586214170000,9999,9999,None
WKBN7,#22 LAKE WYLIE ELEM AT WALKER BRANCH,35.115,-80.971666666667,0.01,PC,RR,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:50:00Z,9999,9999,9999,None
BBKT1,BURBANK TN,36.148333333333,-82.101388888889,0.08,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,1580229500000,9999,9999,None
LBYV2,LITTLE BRUSHY IFLOWS,36.988055555556,-81.475555555556,0.04,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
DUFV2,DUFFIELD,36.7166666666667,-82.8,0.02,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,1590238790000,9999,9999,None
HWEG1,Hiawassee,34.883888888889,-83.721666666667,1.42,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,9999,9999,9999,None
ANVN7,VALLEY RIVER AT ANDREWS,35.205833333333,-83.817777777778,0.46,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-28 17:00:00Z,1595285900000,9999,9999,None
DNL,Augusta - Daniel Field Airport,33.4663888888889,-82.0391666666667,0.07,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
NBLV2,NORTH BRISTOL,36.6244444444444,-82.1886111111111,0.01,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,1579248900000,9999,9999,None
NKJT1,Nickajack Dam (Jasper 5S),35,-85.616666666667,1.56,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,1594211900000,9999,9999,None
BRUV2,BRUSH MTN IFLOWS,37.3013888888889,-80.3991666666667,0.08,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
HDCG1,Helen,34.700833333333,-83.729444444444,0.43,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
MCET1,McEwen,36.1069444444444,-87.6369444444444,0.74,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
WDCA1,Widows Creek,34.8861111111111,-85.755,3.09,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,9999,9999,9999,None
BRIG1,Hilltonia 4N,32.933333333333,-81.651388888889,0.08,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
LOGN7,2ND BROAD RVR NR LOGAN,35.404166666667,-81.872222222222,0.01,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,9999,9999,9999,None
WKFN7,#37 BERRYHILL ELEM AT WALKERS FERRY RD,35.213055555556,-80.990555555556,0.01,PC,RR,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:50:00Z,9999,9999,9999,None
BRDG1,Blue Ridge Dam,34.880833333333,-84.281944444444,0.84,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
MCDT1,MCDONALD,35.096666666667,-84.99,0.72,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,1595214820000,9999,9999,None
PLMN7,PLUMTREE,36.041388888889,-82.012222222222,0.03,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
NDPT1,NORMANDY DAM,35.465277777778,-86.247222222222,0.48,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,9999,9999,9999,None
RFDG1,Rocky Ford,32.9822222222222,-81.8408333333333,0.24,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
CKDT1,Chickamauga Dam,35.1025,-85.228167,0.95,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:45:00Z,1594251100000,9999,9999,None
SYVN7,SYLVA TVA RAIN,35.373055555556,-83.241388888889,1.28,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
MHDT1,MELTON HILL DAM,35.8853,-84.3,1.55,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1592257300000,9999,9999,None
KEEW2,KEENEY KNOB IFLOWS,37.7736111111111,-80.7055555555555,0.08,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
CLMT1,Coalmont,35.345,-85.6963888888889,0.54,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
JAGT1,Jamestown,36.416111111111,-85.026388888889,1.66,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
OKGT1,OAK GROVE,36.044722222222,-83.344444444444,0.13,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1584277500000,9999,9999,None
PTST1,PETROS,36.1,-84.45,2.06,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,1593229100000,9999,9999,None
NTYG1,Nottely Dam Automated Rain Gage,34.9608333333333,-84.0869444444444,1.42,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
UNNW2,UNION IFLOWS,37.5913888888889,-80.5283333333333,0.04,PP,RR,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 01:00:00Z,9999,9999,9999,None
WLMS1,WILLIAMSTON DCP,34.620555555556,-82.482222222222,0.38,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:15:00Z,9999,9999,9999,None
BGLT1,BIG LICK,35.817222222222,-85.036111111111,0.51,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:00:00Z,9999,9999,9999,None
BNA,NASHVILLE INTERNATIONAL AIRPORT,36.116666666667,-86.7,0.28,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
TNB,BOONE WATAUGA COUNTY AIRPORT,36.2,-81.65,0.02,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
AND,ANDERSON REGIONAL AP,34.495,-82.709166666667,0.2,PP,RZ,1001,Hourly 2018-06-28 02:00:00Z / Hourly 2018-06-29 02:00:00Z,9999,9999,9999,None
MUGT1,Murfreesboro,35.902777777778,-86.43,0.39,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
JNCT1,GAINESBORO,36.433888888889,-85.672222222222,0.13,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
LFTT1,Lafayette,36.5208333333333,-86.0261111111111,0.13,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
RLDV2,RICHLANDS PRECIP (TVA),37.0961111111111,-81.8358333333333,0.02,PC,RG,0,Hourly 2018-06-28 02:00:00Z / Precip Acc 2018-06-29 01:30:00Z,9999,9999,9999,None
