lid,name,lat,lon,value,pe,ts,dur,obstime,zonenum,ffg,ratio,topperformer
MTRV2,MOUNT ROGERS,36.807778,-81.424444,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
SLAV2,SLATE MTN. IFLOWS,36.778333333333,-80.392222222222,0.12,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
CBYT1,COSBY,35.808888888889,-83.248333333333,0.04,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1583225900000,2.17,1.8,DPR * 1.0=0.04
PIPW2,BLUESTONE R. AT PIPESTEM,37.543888888889,-81.010555555556,0.1,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
GTTT1,GATLINBURG,35.713611,-83.5125,0.09,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1584264710000,2.08,4.3,DHR * 1.0=0.09
FLDT1,Ft. Loudon Dam (Lenoir City 1E),35.7922222222222,-84.2455555555556,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:15:00Z,1586251410000,2.53,0.4,HPE * 1.0=0.01
SPST1,Springfield,36.5130555555556,-86.8622222222222,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
TUNN7,TUNI CREEK NC,35.088055555556,-83.738888888889,0.04,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:05:00Z,1595294300000,2.48,1.6,DHR * 1.0=0.04
CTHG1,CHATTAHOOCHEE RIVER NR LEAF,34.576944444444,-83.635833333333,0.92,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 18:45:00Z,9999,9999,9999,None
POTV2,POTTS MTN. IFLOWS,37.536111111111,-80.230277777778,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
WITV2,WITT'S ORCHARD,37.173889,-80.122222,0.52,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:55:00Z,9999,9999,9999,None
BNHV2,BEN HUR,36.7205555555556,-83.1008333333333,0.08,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,1591284000000,1.65,4.8,None
HKY,HICKORY REGIONAL AP,35.741111111111,-81.389444444444,0.58,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 20:00:00Z,9999,9999,9999,None
WLLV2,WILLIS DCP,36.86,-80.48,0.09,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
ALRW2,ALDERSON IFLOWS,37.727777777778,-80.646666666667,0.16,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
CFKT1,CLEAR FORK NR ROBBINS 3NW,36.388888888889,-84.630277777778,0.24,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1557263100000,1.85,13.0,DHR * 1.0=0.24
MPYN7,MURPHY,35.077777777778,-84.028333333333,0.93,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1595291100000,2.4,38.8,MRMS * 1.0=0.93
BALW2,BALLARD IFLOWS,37.475,-80.7616666666667,0.36,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
IHBN7,HOG BACK,35.161944444444,-83.003888888889,0.04,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:45:00Z,9999,9999,9999,None
NBOV2,NEBO IFLOWS,36.9008333333333,-81.425,0.08,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
ELLN7,ELLENDALE 3 NE,35.945555555556,-81.236944444444,0.58,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
BCB,VA TECH AIRPORT,37.2075,-80.408333333333,0.22,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 20:00:00Z,9999,9999,9999,None
PKVT1,PIKEVILLE,35.608888888889,-85.193888888889,1.77,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1597297500000,1.1,160.9,MRMS * 0.92=1.77
MBHV2,MOUNTAIN LAKE BIO IFLOWS,37.375555555556,-80.524722222222,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
SLMN7,SUGARLOAF MTN,35.406666666667,-82.268333333333,0.32,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:55:00Z,9999,9999,9999,None
ETOT1,ETOWAH,35.33,-84.520833333333,0.21,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1595252310000,2.18,9.6,HPE * 1.11=0.21
MATW2,MATAOKA IFLOWS,37.41,-81.248333333333,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
SERN7,SPEAR,36.024166666667,-82.021666666667,0.12,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:30:00Z,9999,9999,9999,None
SUPW2,WHITE SULFUR SPGS DCP,37.798333,-80.478333,0.26,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
LFTT1,Lafayette,36.5208333333333,-86.0261111111111,0.51,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
BGLT1,BIG LICK,35.817222222222,-85.036111111111,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
LBST1,Lebanon,36.183333333333,-86.2375,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
LWB,LEWISBURG AWOS,37.858333333333,-80.399722222222,0.01,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 20:00:00Z,9999,9999,9999,None
EMGT1,ELLIS MILLS,36.310833333333,-87.554166666667,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
CHSV2,CHESTNUT KNOB IFLOWS,36.6219444444444,-79.9102777777778,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
CEHT1,CENTER HILL DAM,36.0975,-85.827222222222,0.02,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
PKST1,PARKSVILLE,35.095,-84.649166666667,0.55,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1596211390000,2.4,22.9,DPR * 2.29=0.55
CPRT1,COPPERHILL TN,35.003888888889,-84.386944444444,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1596219100000,2.55,0.4,DPR * 0.33=0.01
CHTT1,CHARLESTON,35.281666666667,-84.773055555556,0.36,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1595217100000,2.14,16.8,DHR * 0.92=0.36
EFLN7,TUXEDO HYDRO STATION,35.245833333333,-82.389166666667,0.52,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 18:00:00Z,9999,9999,9999,None
WLGN7,WALLACE GAP,35.1,-83.55,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
GEOT1,GEORGETOWN,35.3,-84.95,0.8,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1595211421000,2.16,37.0,MRMS * 1.86=0.8
DWSG1,Dawsonville,34.357777777778,-84.113611111111,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
WBOT1,Watts Bar Dam,35.6166666666667,-84.7833333333333,0.25,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:15:00Z,1594293000000,1.98,12.6,DHR * 1.0=0.25
DYNT1,DAYTON,35.496666666667,-85.016111111111,1.28,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1594272210000,1.46,87.7,MRMS * 1.0=1.28
CTHT1,Carthage,36.248055555556,-85.955277777778,0.2,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
CCVT1,CADES COVE,35.603888888889,-83.782777777778,0.22,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1589269900000,2.12,10.4,DPR * 1.05=0.22
BONN7,BOONE RG (TVA),36.1963888888889,-81.67,0.02,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:15:00Z,9999,9999,9999,None
FYGV2,FANCY GAP IFLOWS,36.668055555556,-80.691388888889,0.04,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:15:00Z,9999,9999,9999,None
COHT1,CORDELL HULL HEADWATER,36.291666666667,-85.938888888889,0.04,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
FONN7,FONTANA,35.450277777778,-83.805277777778,0.22,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
WAVN7,WAYNESVILLE 4 S,35.426388888889,-83.010277777778,0.02,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
CSVT1,Crossville NCDC CRN Site,36.013888888889,-85.134444444444,0.02,PP,RG,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 18:10:00Z,9999,9999,9999,None
ALPT1,Alpine,36.396944444444,-85.174444444444,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:15:00Z,9999,9999,9999,None
BPGT1,Bethpage,36.486111111111,-86.310277777778,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
HIWN7,HIWASSEE DAM,35.150797,-84.178608,0.6,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,1595257900000,2.38,25.2,HPE * 0.71=0.6
CEPN7,E FK PIGEON RVR,35.461666666667,-82.870277777778,0.32,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:50:00Z,9999,9999,9999,None
CMTN7,CHRISTMOUNT RAIN,35.591388888889,-82.291111111111,0.08,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
EGMN7,EDGEMONT,36.01,-81.7675,0.24,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:50:00Z,9999,9999,9999,None
TFLG1,TALLULAH FALLS PWR HOUSE,34.731944444444,-83.375833333333,0.07,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
JKL,Jackson,37.6,-83.3166666666667,0.21,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 20:00:00Z,9999,9999,9999,None
TURT1,TURTLETOWN,35.1825,-84.438333333333,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1595255510000,2.4,0.4,DPR * 0.17=0.01
HDCG1,Helen,34.700833333333,-83.729444444444,0.14,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
TLPT1,TELLICO PLAINS,35.384444444444,-84.323333333333,0.03,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1589225890000,2.36,1.3,HPE * 1.5=0.03
CLUG1,Carsonville Hwy. 19,32.721388888889,-84.2325,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
DCNG1,Cornelia,34.540833333333,-83.622777777778,0.53,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
HSP,INGALLS FIELD AIRPORT,37.9513888888889,-79.8341666666667,0.04,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 20:00:00Z,9999,9999,9999,None
BTDN7,BEETREE DAM,35.6425,-82.399722222222,0.08,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
SLLT1,RED BOILING SPRINGS,36.552222222222,-85.857222222222,0.06,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
BBKT1,BURBANK TN,36.148333333333,-82.101388888889,0.03,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,1580229500000,2.4,1.3,MRMS * 3.0=0.03
HWEG1,Hiawassee,34.883888888889,-83.721666666667,0.16,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
PTBT1,Petersburg,35.3266666666667,-86.6538888888889,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
IGPV2,Wise,37.0166666666667,-82.6,0.12,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:45:00Z,1590268000000,1.69,7.1,None
AVL,ASHEVILLE REG AP,35.431944444444,-82.5375,0.13,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 20:00:00Z,9999,9999,9999,None
RBWT1,BRENTWOOD,36.041944444444,-86.875277777778,0.05,PP,RZ,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 17:00:00Z,9999,9999,9999,None
CTNN7,CANTON,35.548333333333,-82.828888888889,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:45:00Z,9999,9999,9999,None
SMFV2,MF HOLSTON R. AT SEVEN MILE FORD IFLW/USGS,36.807222222222,-81.622222222222,0.24,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
AVLN7,ASHEVILLE,35.609166666667,-82.578611111111,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
UNVT1,Unionville,35.6211111111111,-86.5863888888889,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:15:00Z,9999,9999,9999,None
PATN7,PATTERSON DCP,35.991388888889,-81.558333333333,0.03,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 18:45:00Z,9999,9999,9999,None
GVST1,TEMPERANCE HALL,36.086944444444,-85.907222222222,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
STMN7,STRATTON MEADOWS,35.341944444444,-84.029444444444,1.36,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
NRKV2,NORTH FORK IFLOWS,37.454722222222,-80.528611111111,0.08,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:45:00Z,9999,9999,9999,None
EKVN7,ELK CREEK DCP,36.0711111111111,-81.4036111111111,0.33,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 18:45:00Z,9999,9999,9999,None
MOOV2,GATHRIGHT DAM DCP,37.9494444444445,-79.9594444444444,0.14,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
SGWN7,WATAUGA R. NR SUGAR GROVE,36.239166666667,-81.822222222222,0.02,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
NFGT1,Newfound Gap TN,35.610833333333,-83.428888888889,0.08,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,1584264990000,2.1,3.8,MRMS * 0.57=0.08
GLDV2,GLADESBORO IFLOWS,36.672222222222,-80.616111111111,0.75,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:20:00Z,9999,9999,9999,None
WLFN7,WOLF MOUNTAIN,35.0352777777778,-84.2836111111111,1.07,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:50:00Z,1596234900000,2.4,44.6,HPE * 0.93=1.07
GGRT1,GREAT FALLS DAM,35.806944444444,-85.636111111111,0.13,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:15:00Z,9999,9999,9999,None
WTMV2,WHITETOP MOUNTAIN VA,36.633333333333,-81.6,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,1489284800000,2.2,1.8,None
MABW2,MEADOW BLUFF IFLOWS,37.909444444444,-80.667777777778,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
RKGW2,RUCKER GAP IFLOWS,37.941944444444,-80.075277777778,0.08,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:25:00Z,9999,9999,9999,None
GTFT1,Grotto Falls TN,35.693888888889,-83.466666666667,0.39,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 18:00:00Z,1584264710000,2.08,18.8,MRMS * 1.44=0.39
CIRV2,CIRCLE M IFLOWS,36.713611111111,-80.334166666667,0.16,PP,RR,5,Hourly 2018-05-31 17:00:00Z / 05 Min 2018-05-31 19:00:00Z,9999,9999,9999,None
BUTV2,BUTT MTN IFLOWS,37.3691666666667,-80.6230555555556,0.04,PP,RR,1001,Hourly 2018-05-31 17:00:00Z / Hourly 2018-05-31 19:00:00Z,9999,9999,9999,None
RBDS1,RICHARD B RUSSELL LAKE NR CALHOUN FALLS SC,34.101111111111,-82.618055555556,0.01,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:00:00Z,9999,9999,9999,None
BRDG1,Blue Ridge Dam,34.880833333333,-84.281944444444,0.2,PC,RG,0,Hourly 2018-05-31 17:00:00Z / Precip Acc 2018-05-31 19:30:00Z,9999,9999,9999,None
