lid,lat,lon,name,cwa,elev,obtype
GALR01,32.464,-82.986,Dublin 6.3SW,FFC,0,Mesonet
GALR03,32.283,-82.905,Rentz 8.7SE,FFC,0,Mesonet
GALR07,32.495,-82.993,Dublin 5.1 SW,FFC,0,Mesonet
GALV2,36.647,-80.979,GALAX,RNK,2208,Mesonet
GAMA01,34.109,-83.103,Comer 3.5NNE,FFC,0,Mesonet
GAMA02,34.054,-83.123,Comer 0.6SSE,FFC,0,Mesonet
GAMA03,34.085,-83.206,Danielsville 2.8SSE,FFC,0,Mesonet
GAMA04,34.075,-83.007,Carlton 1.4NW,FFC,0,Mesonet
GAMA05,34.084,-83.187,Danielsville 3.3SE,FFC,0,Mesonet
GAMA07,34.117,-83.227,Danielsville 0.6SW,FFC,0,Mesonet
GAMA08,34.124,-83.335,Ila 4.1SW,FFC,0,Mesonet
GAMA09,34.198,-83.402,Commerce 3.2E,FFC,0,Mesonet
GAMA10,34.064,-83.371,Nicholson 4.9SE,FFC,0,Mesonet
GAMA11,34.156,-83.085,Comer 6.9NNE,FFC,0,Mesonet
GAMA12,34.111,-83.174,Comer 4.6NW,FFC,0,Mesonet
GAMA13,34.071,-83.137,Comer 0.9NW,FFC,0,Mesonet
GAMA15,34.124,--83.222,Danielsville 0.1 WSW,FFC,0,Mesonet
GAMA16,34.06,-83.366,Nicholson 5.7SE,FFC,0,Mesonet
GAMA17,34.18,-83.147,Danielsville 5.7 NE,FFC,0,Mesonet
GAMA19,34.178,-83.131,Comer 8.0 N,FFC,0,Mesonet
GAMA22,34.056,-83.296,Hull 2.9 N,FFC,0,Mesonet
GAMG01,33.478,-83.309,Buckhead 7.0 SSE,FFC,0,Mesonet
GAMI01,31.61,-81.295,Riceboro 11.8SE,FFC,0,Mesonet
GAMI02,31.426,-81.258,Sapelo Island 2.3NW,FFC,0,Mesonet
GAMI03,31.425,-81.396,Darien 4.2NNE,FFC,0,Mesonet
GAMI04,31.404,-81.404,Darien 2.7NE,FFC,0,Mesonet
GAMN01,32.919,-83.815,Macon 10.8WNW,FFC,0,Mesonet
GAMN02,32.944,-83.847,Macon 13.3NW,FFC,0,Mesonet
GAMN03,33.117,--83.974,Forsyth 6.0 NNW,FFC,0,Mesonet
GAMN04,33.155,-83.822,Berner 0.4ENE,FFC,0,Mesonet
GAMN06,33.118,-83.99,Forsyth 6.5 NNW,FFC,0,Mesonet
GAMN07,33.036,-83.959,Forsyth 1.1 W,FFC,0,Mesonet
GAMN10,32.914,-83.942,Forsyth 8.3 S,FFC,0,Mesonet
GAMS03,32.542,-84.91,Columbus 3.0 NW,FFC,0,Mesonet
GAMW02,33.218,-84.71,Luthersville 2.1ENE,FFC,0,Mesonet
GAMW03,33.108,-84.781,Greenville 6.8 NW,FFC,0,Mesonet
GAMW04,32.883,--84.681,Warm Springs 0.5 SSW,FFC,0,Mesonet
GAMW05,33.017,--84.826,Greenville 1.0 SW,FFC,0,Mesonet
GAMY01,34.98,-84.727,Tennga 0.8SE,FFC,0,Mesonet
GANW01,33.575,-83.878,Covington 2.4SW,FFC,0,Mesonet
GANW04,33.501,-83.928,Covington 8.2 SSW,FFC,0,Mesonet
GAOC01,33.884,-83.391,Watkinsville 1.8NNE,FFC,0,Mesonet
GAOC02,33.9,-83.433,Athens 4.4SSW,FFC,0,Mesonet
GAOC03,33.777,-83.389,Watkinsville 6S,FFC,0,Mesonet
GAOC04,33.911,-83.473,Bogart 4.2SE,FFC,0,Mesonet
GAOC05,33.837,-83.483,Bishop 3.0WNW,FFC,0,Mesonet
GAOC09,33.87,-83.382,Watkinsville 1.6 ENE,FFC,0,Mesonet
GAOC10,33.727,--83.338,Watkinsville 10.1 SSE,FFC,0,Mesonet
GAOC11,33.88,-83.522,Bogart 4.7 S,FFC,0,Mesonet
GAOC12,33.912,-83.48,Watkinsville 5.4 NW,FFC,0,Mesonet
GAOC14,33.799,-83.478,Bishop 2.6 WSW,FFC,0,Mesonet
GAOC15,33.882,-83.509,Bogart 4.7 SSE,FFC,0,Mesonet
GAOG01,33.871,-83.113,Lexington 0.1WNW,FFC,0,Mesonet
GAOG02,33.894,-82.926,Rayle 7.2N,FFC,0,Mesonet
GAOG03,34.053,--83.181,Colbert 3.9 SSE,FFC,0,Mesonet
GAOG04,33.886,-83.228,Arnoldsville 1.6SSW,FFC,0,Mesonet
GAOG05,33.905,-83.218,Arnoldsville 0.4S,FFC,0,Mesonet
GAOG06,33.806,-83.192,Stephens 4.2WSW,FFC,0,Mesonet
GAOG07,33.94,-83.066,Lexington 5.5NNE,FFC,0,Mesonet
GAOG09,33.891,-83.159,Crawford 0.1NE,FFC,0,Mesonet
GAOG10,33.844,-83.021,Lexington 5.5ESE,FFC,0,Mesonet
GAOG12,33.86,-83.242,Arnoldsville 3.7SSW,FFC,0,Mesonet
GAOG14,33.833,-82.979,Lexington 9.2ESE,FFC,0,Mesonet
GAOG15,33.999,-83.185,Colbert 3.1SSE,FFC,0,Mesonet
GAOG20,33.978,--83.223,Colbert 4.1 S,FFC,0,Mesonet
GAOG21,34.019,-83.023,Carlton 1.9 SSE,FFC,0,Mesonet
GAOG23,33.966,-83.213,Colbert 4.9 S,FFC,0,Mesonet
GAOG25,33.987,-83.138,Comer 5.4 S,FFC,0,Mesonet
GAOG26,33.885,-82.991,Lexington 7.0 E,FFC,0,Mesonet
GAPC01,34.472,-84.418,Jasper 0.6ENE,FFC,0,Mesonet
GAPC02,34.435,-84.427,Jasper 2.4S,FFC,0,Mesonet
GAPC04,34.454,-84.64,Fairmount 3.6ENE,FFC,0,Mesonet
GAPC07,34.451,-84.292,Nelson 6.6NE,FFC,0,Mesonet
GAPC08,34.451,-84.259,Marble Hill 4.7 ENE,FFC,0,Mesonet
GAPE01,32.551,-83.877,Fort Valley 0.7ESE,FFC,0,Mesonet
GAPE03,32.609,-83.756,Byron 3.0 S,FFC,0,Mesonet
GAPG01,33.942,-84.743,Dallas 5.3ENE,FFC,0,Mesonet
GAPG03,33.955,-84.831,Dallas 2.5N,FFC,0,Mesonet
GAPG05,33.899,-84.755,Hiram 2.6NNE,FFC,0,Mesonet
GAPG08,33.875,-85.012,Rockmart 9.6SSE,FFC,0,Mesonet
GAPG12,33.825,--85.106,Temple 6.5 NNE,FFC,0,Mesonet
GAPG13,33.799,-84.837,Douglasville 6.5 NW,FFC,0,Mesonet
GAPK02,33.102,-84.346,Zebulon 0.3 WNW,FFC,0,Mesonet
GAPL01,33.992,-85.299,Cedartown 3.0SW,FFC,0,Mesonet
GAPL03,33.986,-85.225,Cedartown 2.9SE,FFC,0,Mesonet
GAPL04,34.029,-85.238,Cedartown 1.3 NE,FFC,0,Mesonet
GAPT02,33.326,-83.267,Eatonton 6.9E,FFC,0,Mesonet
GARB07,34.982,-83.39,Dillard 0.7NNW,FFC,0,Mesonet
GARC01,33.457,-81.954,Augusta 2.3E,FFC,0,Mesonet
GARC02,33.476,-81.965,Augusta 2.1NE,FFC,0,Mesonet
GARK01,33.606,-84.014,Conyers 4S,FFC,0,Mesonet
GASP01,33.193,-84.317,Griffin 4.2 SW,FFC,0,Mesonet
GASP02,33.327,-84.312,Sunny Side 1.6SW,FFC,0,Mesonet
GASP03,33.239,-84.264,Griffin 0.5ESE,FFC,0,Mesonet
GASP04,33.286,-84.324,Griffin 4.3 NW,FFC,0,Mesonet
GASP05,33.199,-84.271,Griffin 2.9 S,FFC,0,Mesonet
GASP06,33.246,-84.179,Griffin 5.5 E,FFC,0,Mesonet
GASR01,32.067,-84.223,Americus 0.4SE,FFC,0,Mesonet
GASR03,32.031,-84.246,Americus 3.1 SSW,FFC,0,Mesonet
GASV02,32.733,-81.532,Sylvania 6.3ESE,FFC,0,Mesonet
GASY01,32.345,-84.369,Buena Vista 8.8ENE,FFC,0,Mesonet
GASY03,32.254,-84.235,Ellaville 4.5 ENE,FFC,0,Mesonet
GATG01,32.602,-83.303,Danville 3.3W,FFC,0,Mesonet
GATP01,32.973,-84.87,La Grange 10.6ESE,FFC,0,Mesonet
GATP02,32.954,-84.998,La Grange 6.4SSE,FFC,0,Mesonet
GATP03,33.057,-85.027,La Grange 1.2 NNE,FFC,0,Mesonet
GATP04,33.065,-85.003,La Grange 2.5 NE,FFC,0,Mesonet
GATP05,33.05,-85.129,La Grange 5.5 W,FFC,0,Mesonet
GATP06,33.027,-85.066,La Grange 2.1 WSW,FFC,0,Mesonet
GATP07,33.13,-84.956,La Grange 7.6 NE,FFC,0,Mesonet
GATV2,36.609,-82.568,Gate City VA,MRX,1198,UNKNOWN
GATW01,34.89,-83.709,Hiawassee 4.8 SSE,FFC,0,Mesonet
GATY01,32.662,-84.309,Butler 8.3NNW,FFC,0,Mesonet
GATY02,32.449,-84.236,Butler 7.5S,FFC,0,Mesonet
GAUN01,34.87,-83.877,Blairsville 4.2E,FFC,0,Mesonet
GAUN02,34.787,-83.896,Blairsville 6.8SSE,FFC,0,Mesonet
GAUN03,34.972,-84.116,Morganton 9.8NE,FFC,0,Mesonet
GAUN05,34.905,-83.856,Young Harris 2.0 SSW,FFC,0,Mesonet
GAUN08,34.836,-84.094,Blairsville 8.5 WSW,FFC,0,Mesonet
GAUN09,34.843,--83.866,Blairsville 5.3 ESE,FFC,0,Mesonet
GAUP01,32.977,-84.239,The Rock 1.0 N,FFC,0,Mesonet
GAUP02,32.86,-84.479,Thomaston 9.1 WSW,FFC,0,Mesonet
GAWA02,34.657,-85.154,La Fayette 8ESE,FFC,0,Mesonet
GAWA03,34.712,-85.475,La Fayette 11.0 W,FFC,0,Mesonet
GAWA04,34.741,-85.25,La Fayette 2.9 NE,FFC,0,Mesonet
GAWE01,32.146,-82.907,Helena 4.6N,FFC,0,Mesonet
GAWF02,34.736,-84.98,Dalton 2.3S,FFC,0,Mesonet
GAWF04,34.677,-84.896,Dalton 7.8 SE,FFC,0,Mesonet
GAWG01,32.813,-82.69,Harrison 2.1 ESE,FFC,0,Mesonet
GAWH03,34.612,-83.826,Cleveland 3.9WNW,FFC,0,Mesonet
GAWH04,34.661,-83.735,Sautee 3.5 SW,FFC,0,Mesonet
GAWH05,32.73,-83.667,Helen 3.7 ENE,FFC,0,Mesonet
GAWL01,33.798,-83.958,Loganville 4.5SW,FFC,0,Mesonet
GAWL03,33.74,-83.652,Monroe 5.1SE,FFC,0,Mesonet
GAWL07,33.792,-83.872,Loganville 4.0 SSE,FFC,0,Mesonet
GAWL08,33.824,-83.907,Loganville 1.1 SW,FFC,0,Mesonet
GAWL12,33.836,-83.826,Loganville 4.0 E,FFC,0,Mesonet
GAWR01,31.166,-82.266,Waycross 6.3ESE,FFC,0,Mesonet
GAWR02,31.075,-82.561,Manor 2.1SE,FFC,0,Mesonet
GAWR04,31.225,-82.344,Waycross 1.2 NE,FFC,0,Mesonet
GAWS01,33.699,-82.673,Washington 4.8ESE,FFC,0,Mesonet
GAWS04,33.833,-82.896,Rayle 3.0 NNE,FFC,0,Mesonet
GAXV2,36.647,-80.979,GALAX DCP,RNK,2208,DCP
GBNG1,33.226,-82.595,Gibson,FFC,540,COOP
GBOT1,36.351,-85.546,GAINESBORO,OHX,520,DCP
GBRN7,35.299,-80.946,GUM BRANCH NR THRIFT #6538,GSP,630.8,Mesonet
GCBG1,34.269,-83.468,Banks Crossing,FFC,700,DCP
GCKV2,37.266,-79.588,GOOSE CREEK nr BUNKER HILL 2 WSW,RNK,0,DCP
GCLV2,36.895,-81.343,GROSECLOSE DCP,RNK,,DCP
GCY,36.2,-82.817,GREENEVILLE ARPT.,MRX,0,ASOS/AWOS
GDAS1,34.823,-82.363,GREENVILLE COOP,GSP,960,Mesonet
GDCN7,35.756,-82.044,GRANDFATHER RAWS,GSP,1600,DCP
GDFG1,33.463,-83.476,Godfrey,FFC,570,COOP
GDLT1,36.339,-86.718,Goodlettsville,OHX,0,DCP
GDMV2,37.946,-79.954,GATHRIGHT DAM,RNK,1770,Mesonet
GEOT1,35.3,-84.95,GEORGETOWN,MRX,0,Mesonet
GERA1,34.378,-85.99,Geraldine,HUN,0,Mesonet
GEST1,36.106,-82.844,GREENEVILLE,MRX,0,Mesonet
GEV,36.432,-81.42,ASHE COUNTY AP,RNK,3180,ASOS/AWOS
GFMN7,36.085,-81.846,GRANDFATHER MEADOWS,GSP,4840,Mesonet
GFNG1,33.272,-84.236,Griffin,FFC,760,DCP
GFRT1,35.726,-83.479,Gatlinburg Fire Department,MRX,1463,Mesonet
GGRT1,35.807,-85.636,GREAT FALLS DAM,OHX,0,DCP
GIFT1,35.681,-83.464,Grotto Falls,MRX,0,Mesonet
GILN7,35.411,-80.846,#43 HUNTERSVILLE ELEM,GSP,810,Mesonet
GILV2,37.166,-79.868,GILLS CREEK NF IFLOWS,RNK,1075,Mesonet
GIMK2,38.217,-83.133,Gimlet 9N,JKL,1120,Mesonet
GIRG1,33.15,-81.756,Girard 8NNW,FFC,0,DCP
GLAN7,36.06,-82.122,GLEN AYRE,GSP,3180,Mesonet
GLAV2,37.62,-79.437,GLASGOW COOP,RNK,740,Mesonet
GLBN7,36.038,-81.712,GLOBE,GSP,1346,Mesonet
GLDS1,34.786,-82.277,GILDER CRK @ HOLLAND RD,GSP,785,Mesonet
GLDV2,36.672,-80.616,GLADESBORO IFLOWS,RNK,2740,Mesonet
GLEV2,37.358,-79.817,GLADE CREEK IFLOWS,RNK,1130,Mesonet
GLLV2,37.373,-80.86,GLEN LYN,RNK,1529,DCP
GLSV2,37.642,-79.439,GLASGOW IFLOWS SG/RG,RNK,720,Mesonet
GLWW2,37.337,-81.144,GLENWOOD IFLOWS SG/RG,RNK,2411,Mesonet
GLXV2,36.647,-80.914,GALAX RADIO WBRF,RNK,2385,Mesonet
GMU,34.848,-82.35,GREENVILLE DNTOWN APRT,GSP,1048,ASOS/AWOS
GNTG1,30.663,-82.247,Gannett Lake,FFC,0,DCP
GNVV2,37.268,-80.139,GLENVAR RIVER GAGE,RNK,1117.8,DCP
GNWS1,34.2,-82.171,GREENWOOD,GSP,615,Mesonet
GOHV2,37.988,-79.494,CALFPASTURE R. abv MILL CK AT GOSHEN,RNK,1398,DCP
GOSN7,35.154,-80.535,FAIRVIEW CROSSROADS,GSP,472.7,DCP
GOSV2,37.984,-79.501,GOSHEN COOP,RNK,1350,Mesonet
GRCK2,36.919,-83.24,Hyden,JKL,2200,Mesonet
GRD,34.249,-82.158,GREENWOOD CO AIRPORT,GSP,631,ASOS/AWOS
GRDG1,32.6,-85.083,Goat Rock Dam,FFC,0,Mesonet
GRES1,34.847,-82.407,GREENVILLE,GSP,909,Mesonet
GRFG1,33.244,-84.429,Griffin Hwy. 16,FFC,711.4,DCP
GRFN7,35.872,-81.37,GRANITE FALLS,GSP,1000,Mesonet
GRGG1,33.044,-82.604,Grange,FFC,240,DCP
GRHK2,37.4,-83.95,Gray Hawk,JKL,1250,DCP
GRHV2,36.939,-80.887,REED CRK AT GRAHAM'S FORGE,RNK,1925,DCP
GRIFN,33.274,-84.309,Griffin,FFC,845,Mesonet
GRKK2,37.852,-83.348,West Liberty,JKL,900,Mesonet
GRNG1,33.05,-84.717,Greenville,FFC,860,COOP
GRNSB,33.57,-83.18,Greensboro,FFC,0,Mesonet
GRNT1,36.183,-82.817,GREENEVILLE,MRX,0,Mesonet
GROS1,34.681,-82.428,PIEDMONT 2 SE,GSP,738,DCP
GRST1,36.088,-86.747,Grassmere rain gage at Nashville,OHX,0,DCP
GRTK2,37.481,-82.834,Garrett,JKL,699,Mesonet
GRTT1,35.808,-85.634,Great Falls,OHX,0,DCP
GRTV2,37.137,-81.413,GRATTON IFLOWS,RNK,2800,Mesonet
GRYV2,37.038,-80.557,GRAYSONTOWN DCP,RNK,1820,DCP
GSHT1,35.718,-83.519,Greystone Heights,MRX,0,Mesonet
GSKW2,38.065,-80.497,GRASSY KNOB LKT,RNK,4380,Mesonet
GSLS1,34.842,-82.481,GREENVILLE,GSP,797,DCP
GSNVL,33.08,-84.63,Greenville,FFC,0,Mesonet
GSP,34.899,-82.214,GSP AIRPORT,GSP,957,ASOS/AWOS
GSTV2,36.929,-82.456,GUEST RIVER AT COEBURN VA,MRX,1926,DCP
GSUNI,32.43,-81.78,Georgia Southern University,FFC,0,Mesonet
GTAN7,35.266,-81.144,GASTONIA,GSP,700,Mesonet
GTEV2,36.617,-82.567,GATE CITY,MRX,0,Mesonet
GTFS1,34.558,-80.891,GREAT FALLS-DEARBORN DAMS,GSP,356,Mesonet
GTFT1,35.694,-83.467,Grotto Falls,TN,MRX,UNKNOWN
GTLK2,36.667,-84.017,Williamsburg,JKL,2145,Mesonet
GTLT1,35.688,-83.537,Sugarland Center,MRX,1454,Mesonet
GTNT1,36.392,-86.341,Gallatin 6E,OHX,502,Mesonet
GTTT1,35.714,-83.513,GATLINBURG,MRX,1600,UNKNOWN
GUIN7,35.213,-82.59,GUION FARM RAWS,GSP,2600,DCP
GULK2,37.631,-82.545,Gulnare,JKL,1200,Mesonet
GUNA1,34.333,-86.333,Guntersville COOP,HUN,578,Mesonet
GUTA1,34.333,-86.333,Guntersville COOP 2,HUN,595,Mesonet
GUXA1,34.334,-86.316,Guntersville COOP-M,HUN,612,DCP
GVDA1,34.421,--86.393,GUNTERSVILLE LAKE DAM NR GUNTERSVILLE,AL 5NW,HUN,UNKNOWN
GVL,34.273,-83.827,Gainesville,FFC,0,ASOS/AWOS
GVLG1,34.3,-83.85,Gainesville,FFC,1170,COOP
GVLS1,34.8,-82.365,GREENVILLE,GSP,800,DCP
GVLT1,36.112,-86.421,Gladeville,OHX,600,COOP
GVOA1,34.426,-86.022,Grove Oak,HUN,0,DCP
GVRS1,34.798,-82.365,GREENVILLE 1 S,GSP,800,DCP
GVST1,36.087,-85.907,TEMPERANCE HALL,OHX,0,DCP
GYH,34.758,-82.376,DONALDSON CENTER AP,GSP,955,ASOS/AWOS
GYHV2,36.622,-81.502,GRAYSON HIGHLAND IFLOWS,RNK,4935,Mesonet
H0026,33.47,-83.26,Greensboro,FFC,0,Mesonet
H0038,34.05,-84.55,Kennesaw,FFC,0,Mesonet
H0087,33.48,-81.97,Augusta,FFC,0,Mesonet
H0095,32.08,-81.1,Savannah,FFC,0,Mesonet
H0134,33.89,-84.67,Powder Springs,FFC,0,Mesonet
H0186,34.45,-84.57,Dalton,FFC,0,Mesonet
H0187,34.75,-83.25,Tallulah Falls,FFC,0,Mesonet
H0225,34.0,-84.0,FarPointe,FFC,0,Mesonet
H0234,34.01,-84.36,Roswell,FFC,0,Mesonet
H0296,34.15,-84.11,Cumming,FFC,0,Mesonet
H0377,34.05,-84.52,Thornbrook,FFC,0,Mesonet
H0397,33.89,-84.63,Powder Springs,FFC,0,Mesonet
H0409,34.04,-83.83,Auburn,FFC,0,Mesonet
H0509,33.85,-85.15,Buchanan,FFC,0,Mesonet
H0569,34.94,-83.43,Rabun Gap,FFC,0,Mesonet
HADT1,35.168,-84.298,Apalachia Dam,MRX,0,Mesonet
HAKN7,36.002,-82.079,HAWK,GSP,3100,Mesonet
HALT1,36.059,-83.974,BEAVER CREEK NEAR HALLS CROSSROADS,MRX,0,Mesonet
HALV2,36.776,-78.916,BANISTER RIVER AT HALIFAX,RNK,319,DCP
HAMT1,36.283,-82.167,HAMPTON,MRX,0,Mesonet
HARA1,34.43,-87.0,Hartselle 3 W AAMU SCAN,HUN,633,DCP
HARG1,33.233,-84.55,Haralson,FFC,820,COOP
HARLM,33.42,-82.32,Harlem,FFC,0,Mesonet
HARN7,35.237,-80.902,#53 HARDING HIGH SCHOOL,GSP,760,Mesonet
HART1,35.833,-83.116,HARTFORD 2NE,MRX,1870,Mesonet
HAVN7,35.022,-83.725,HAYESVILLE,MRX,1900,Mesonet
HAWG1,32.281,-83.461,Hawkinsville,FFC,189.6,UNKNOWN
HAZK2,37.247,-83.182,Hazard,JKL,880,DCP
HBFT1,35.948,-86.882,Franklin,OHX,0,UNKNOWN
HBGN7,35.217,-80.691,#23 CHARLES T MYERS GOLF COURSE,GSP,775,Mesonet
HBRS1,34.934,-82.479,HUNTS BRIDGE,GSP,1076,Mesonet
HCBK2,36.867,-83.767,Barbourville,JKL,1880,Mesonet
HCCG1,32.051,-84.776,Lumpkin,FFC,0,DCP
HCOT1,36.257,-83.277,Morristown,MRX,1160,Mesonet
HDCG1,34.701,-83.729,Helen,FFC,1404,UNKNOWN
HDGA1,34.45,-86.15,Meltonsville 2 E AAMU SCAN,HUN,730,DCP
HDMK2,38.233,-83.317,Morehead,JKL,1200,Mesonet
HDSN7,35.07,-83.217,HIGHLANDS DCP,GSP,3680,DCP
HEAT1,36.45,-81.717,HEATH,MRX,0,Mesonet
HEGK2,83.19,-36.49,Harlan 1S,JKL,1190,Mesonet
HELG1,34.7,-83.726,Helen,FFC,1440,COOP
HENA1,34.627,-85.753,Henagar,HUN,0,DCP
HEPN7,35.635,-82.99,HEPCO 2 S,GSP,2480,DCP
HEPZB,33.3,-82.09,Hephzibah,FFC,0,Mesonet
HEWN7,35.305,-83.652,NANTAHALA RVR NR HEWITT,GSP,1910,DCP
HGLN7,35.086,-83.218,HIGHLANDS RAWS,GSP,3760,DCP
HGPK2,36.883,-83.1,Harlan,JKL,1800,Mesonet
HGRK2,37.812,-83.464,Hazel Green,JKL,880,DCP
HGSA1,34.393,-87.886,Hodges,HUN,0,DCP
HHRK2,37.783,-83.783,Stanton,JKL,1442,Mesonet
HHVV2,36.775,-81.129,HORSE HEAVEN,RNK,3047,Mesonet
HIAG1,34.835,-83.709,Hiawassee 9S,FFC,2141.4,DCP
HIBT1,35.878,-83.896,Knoxville,MRX,930,UNKNOWN
HIDK2,37.579,-83.766,Heidelberg,JKL,1140,Mesonet
HIGN7,35.335,-80.774,#58 MALLARD CRK ELEM SCHOOL,GSP,740,Mesonet
HILG1,33.341,-85.227,Frolona,FFC,910,DCP
HILK2,38.319,-83.663,HILLSBORO,JKL,800,Mesonet
HILN7,35.061,-83.185,HIGHLANDS IFLOWS,GSP,3760,Mesonet
HINW2,37.67,-80.893,HINTON,RNK,1370,DCP
HIWN7,35.151,-84.179,HIWASSEE DAM,MRX,1375,DCP
HJBT1,35.714,-83.513,GATLINBURG,MRX,1600,Mesonet
HKWN7,36.231,-81.677,HOWARDS KNOB IFLOWS,RNK,4432,Mesonet
HKY,35.741,-81.389,HICKORY REGIONAL AP,GSP,1189,ASOS/AWOS
HLCG1,34.265,-84.474,Northeast Canton,FFC,882.6,DCP
HLCV2,37.415,-78.636,HOLIDAY CK. NR ANDERSONVILLE,RNK,472.97,DCP
HLDK2,37.553,-83.769,Heidelberg,JKL,665,DCP
HLDN7,35.053,-83.188,HIGHLANDS COOP,GSP,3840,Mesonet
HLEG1,34.733,-83.717,HELEN,FFC,1475,COOP
HLHV2,36.933,-82.4,COEBURN,MRX,0,Mesonet
HLKV2,37.396,-78.641,HOLLIDAY LAKE,RNK,480,Mesonet
HLLW2,37.64,-80.805,HILLDALE STREAM GAGE,RNK,1389,DCP
HLLYS,34.18,-84.5,Holly Springs,FFC,0,Mesonet
HLMT1,36.45,-82.117,ELIZABETHTON,MRX,0,Mesonet
HLNK2,36.817,-83.317,Harlan,JKL,1200,Mesonet
HLTN7,36.557,-81.495,HELTON,RNK,2840,Mesonet
HLTV2,36.65,-82.467,HILTON,MRX,0,Mesonet
HLVV2,36.76,-80.728,HILLSVILLE,RNK,2505,Mesonet
HLX,36.766,-80.824,TWIN COUNTY APT,RNK,2693,ASOS/AWOS
HMFS1,35.057,-80.922,#55 HAMMOND FARM,GSP,610,Mesonet
HMLT1,35.93,-87.743,Hurricane Mills,OHX,370.5,DCP
HMMG1,34.25,-85.345,Plant Hammond,FFC,550,Mesonet
HNCA1,34.05,-86.767,Hanceville,HUN,530,Mesonet
HNDN7,35.315,-82.445,HENDERSONVILLE IFLOWS,GSP,2100,Mesonet
HNGN7,36.127,-81.906,HICKORY NUT GAP,GSP,4350,Mesonet
HNRN7,35.684,-81.403,HILDEBRAN 3 SE,GSP,891,DCP
HNTT1,36.299,-86.264,Hunters Point,OHX,0,DCP
HNVV2,36.85,-82.15,HANSONVILLE,MRX,0,Mesonet
HNWN7,35.319,-80.876,HORNETS NEST WELL NR OAKDALE,GSP,730,DCP
HNYG1,33.662,-84.084,Conyers 4W,FFC,760,DCP
HOHT1,35.544,-87.549,Hohenwald,OHX,976,DCP
HOLG1,34.717,-84.77,Chatsworth,FFC,689.2,DCP
HONG1,33.58,-84.064,Southwest Conyers,FFC,618,DCP
HONS1,34.405,-82.56,HONEA PATH 11 W,GSP,0,Mesonet
HOPG1,31.141,-84.48,Hopeful 5WSW,FFC,0,DCP
HOPW2,37.926,-80.266,BLUE BEND,RNK,2640,Mesonet
HORA1,34.183,-86.8,Cullman,HUN,631,Mesonet
HORN7,35.324,-80.866,#64 HORNETS NEST ELEM,GSP,775,Mesonet
HORT1,35.181,-88.209,Savannah 2SE,MEG,154,Mesonet
HOSN7,35.482,-81.641,HOUSER RAIN,GSP,1090,Mesonet
HOTN7,35.883,-82.74,BARNARD,GSP,2990,DCP
HOUSE,33.67,-84.01,Conyers,FFC,0,Mesonet
HPMN7,35.233,-82.534,HORSEPEN MOUNTAIN,GSP,3049,Mesonet
HPTG1,33.506,-83.825,High Point,FFC,601,DCP
HRCT1,35.18,-88.21,SAVANNAH,OHX,0,DCP
HRDG1,33.01,-83.207,Hardwick,FFC,0,Mesonet
HRFT1,35.784,-83.112,PIGEON RIVER BELOW WATERVILLE NC NEAR HARTFORD,MRX,0,Mesonet
HRKV2,37.501,-79.263,HOLCOMB ROCK,RNK,584,DCP
HRLK2,36.85,-83.333,Harlan,JKL,1160,Mesonet
HRNT1,36.244,-86.741,Madison,OHX,513,COOP
HRSG1,34.76,-84.219,Dial,FFC,0,DCP
HRTG1,34.357,-82.822,HARTWELL DAM,GSP,690,DCP
HRTT1,36.376,-86.181,Hartsville,OHX,511,COOP
HRTWL,34.34,-82.92,Hartwell,FFC,0,Mesonet
HRVA1,34.819,-86.753,Harvest - Carcione,HUN,0,Mesonet
HRWG1,34.352,-82.93,HARTWELL,GSP,690,Mesonet
HSGN7,35.107,-83.498,HARRISON GAP,GSP,2686,Mesonet
HSP,37.951,-79.834,INGALLS FIELD AIRPORT,RNK,3792,ASOS/AWOS
HSPN7,35.89,-82.821,HOT SPRINGS USGS,GSP,0,Mesonet
HSPV2,37.997,-79.832,HOT SPRINGS COOP,RNK,2236,Mesonet
HSTA1,34.961,-86.464,Plevna / Buddy Williamson Road,HUN,0,DCP
HSTG1,34.637,-84.163,HURST 14S GOES,FFC,0,Mesonet
HSV,34.644,-86.769,Huntsville ASOS / Jones Field,HUN,624,ASOS/AWOS
HSVN7,35.33,-82.449,HENDERSONVILLE COOP,GSP,2160,Mesonet
HTBK2,36.874,-83.94,Barbourville,JKL,1205,Mesonet
HTFK2,37.664,-82.377,Hatfield,JKL,675,Mesonet
HTGT1,36.192,-86.665,Hermitage,OHX,0,Mesonet
HTLT1,35.068,-86.273,Huntland,HUN,930,Mesonet
HTPA1,34.86,-86.1,Hytop 3 S AAMU SCAN,HUN,1785,DCP
HTPNG,33.457,-84.358,Hampton,FFC,870,Mesonet
HTSN7,35.895,-82.831,HOT SPRINGS,GSP,1404,Mesonet
HUCN7,36.001,-80.746,HARMONY 4 NE,GSP,735,DCP
HUDV2,37.126,-79.53,HUDDLESTON COOP,RNK,970,DCP
HUNN7,36.001,-80.746,HUNTING CREEK NR HARMONY,GSP,734.8,DCP
HURG1,34.79,-84.24,Dial,FFC,1782.1,DCP
HVLN7,35.352,-82.465,HENDERSONVILLE 2 N,GSP,2110,DCP
HWBA1,34.816,-86.766,Harvest - Elliott,HUN,0,Mesonet
HWDS1,34.475,-82.816,HARTWELL LK NR ANDERSON,GSP,665,DCP
