lid,lat,lon,name,cwa,elev,obtype
03038,34.145,-83.238,Danielsville,FFC,237,Mesonet
10863,33.547,-84.575,I-85@SR74/Senoia Rd,FFC,0,Mesonet
10864,33.505,-84.231,I-75@Hudson Bridge Rd,FFC,0,Mesonet
10869,33.635,-84.491,I-285@Washington Rd,FFC,0,Mesonet
10870,33.669,-84.338,I-285@Moreland Ave,FFC,0,Mesonet
10871,33.711,-84.211,I-20@Wesley Chapel Rd,FFC,0,Mesonet
10872,33.788,-84.492,I-285@SR8/D.L. Hollowell Pkwy,FFC,0,Mesonet
10873,32.877,-83.767,I-475@Zebulon Rd,FFC,0,Mesonet
10878,33.965,-84.351,GA400@Pitts Rd,FFC,0,Mesonet
10881,33.835,-84.2,US78@Mountain Industrial Blvd,FFC,0,Mesonet
10885,34.007,-84.071,I-85@Old Peachtree Rd,FFC,0,Mesonet
10886,34.079,-84.646,I-75@SR92,FFC,0,Mesonet
10887,34.014,-84.331,GA400@SR140/Holcomb Bridge Rd,FFC,0,Mesonet
10889,34.184,-84.139,GA400@SR20,FFC,0,Mesonet
10891,33.781,-84.391,I-85@10th St,FFC,0,Mesonet
10892,33.969,-84.526,I-75@SR120/South Marietta Pkwy,FFC,0,Mesonet
10893,33.917,-84.199,SR85@Jimmy Carter Blvd,FFC,0,Mesonet
10941,34.928,-85.153,I-75@SR2,FFC,0,Mesonet
10942,34.256,-85.35,SR20@East SR100 S,FFC,0,Mesonet
10954,34.869,-85.516,I-59@SR136,FFC,0,Mesonet
10955,34.873,-84.323,SR515@SR5/Blue Ridge Dr,FFC,0,Mesonet
10956,34.873,-83.965,US76@SR11/US19,FFC,0,Mesonet
10957,34.469,-83.967,US19/GA400@SR60,FFC,0,Mesonet
10963,34.685,-84.473,SR515/US76@SR5/1st Ave,FFC,0,Mesonet
10967,34.446,-84.445,Hwy 515@Bill Hasty Blvd,FFC,0,Mesonet
10968,34.377,-84.912,I-75@SR140,FFC,0,Mesonet
11665,33.665,-84.03,I-20@Klondike/West Ave,FFC,0,Mesonet
11666,33.607,-83.876,I-20@US278,FFC,0,Mesonet
11669,33.53,-82.91,I-20@SR22,FFC,0,Mesonet
11670,33.534,-83.268,I-20@Lake Oconee,FFC,0,Mesonet
11675,34.27,-83.817,I-985@SR53/SR60/SR365,FFC,0,Mesonet
11676,34.153,-83.645,I-85@SR11,FFC,0,Mesonet
11677,34.254,-83.463,I-85@SR15/US441,FFC,0,Mesonet
11680,34.735,-83.918,SR11@Neels Gap,FFC,0,Mesonet
11694,32.471,-83.744,I-75@SR7,FFC,0,Mesonet
1A5,35.222,-83.419,MACON COUNTY AIRPORT,GSP,2020,ASOS/AWOS
1M5,36.59,-86.48,PORTLAND MUNICIPAL AIRPORT,OHX,0,ASOS/AWOS
2M2,35.23,-87.26,LAWRENCEBURG MUNICIPAL AIRPORT,OHX,0,ASOS/AWOS
34A,34.507,-81.947,LAURENS AWOS 3E,GSP,697,ASOS/AWOS
3A1,34.27,-86.858,Cullman AWOS / Folsom Field,HUN,0,ASOS/AWOS
4A9,34.474,-85.721,Fort Payne AWOS / Isbell Field,HUN,0,ASOS/AWOS
8A0,34.229,-86.256,Albertville AWOS,HUN,0,ASOS/AWOS
8A3,36.41,-85.31,LIVINGSTON MUNICIPAL AIRPORT,OHX,0,ASOS/AWOS
AAMA1,34.78,-86.55,Chase AAMU SCAN,HUN,860,DCP
AANG1,33.819,-84.408,Atlanta,FFC,764,UNKNOWN
ABBG1,31.997,-83.279,Abbeville,FFC,162.1,UNKNOWN
ABBS1,34.167,-82.371,ABBEVILLE,GSP,475,DCP
ABBV2,37.431,-80.138,ABBOTT IFLOWS,RNK,1359,Mesonet
ABDV2,36.686,-81.983,ABINGDON,MRX,0,DCP
ABIV2,36.667,-81.965,ABINGDON,MRX,1920,Mesonet
ABLVD,33.732,-84.391,Atlanta BLVDCSO,FFC,0,Mesonet
ABPRF,33.742,-84.536,Atlanta Boulder Park Relief,FFC,0,Mesonet
ABVA1,34.236,-86.186,Albertville,HUN,0,DCP
ABY,31.538,-84.194,Albany Airport,FFC,0,ASOS/AWOS
ACATU,33.748,-84.414,Atlanta Clark Atlanta University,FFC,0,Mesonet
ACDG1,34.032,-83.563,Arcade,FFC,656.5,UNKNOWN
ACIT1,36.271,-87.076,Ashland City,OHX,0,DCP
ACLRC,33.773,-84.365,Atlanta Clear Creek,FFC,0,Mesonet
ACST1,36.32,-87.051,Ashland City,OHX,0,DCP
ACYG1,33.64,-83.779,Covington,FFC,646.1,DCP
ADAA1,34.722,-86.575,Fagan Creek / Adams St.,HUN,0,DCP
ADAG1,34.341,-84.835,Adairsville,FFC,940,COOP
ADK20,33.705,-84.271,DeKalb FS #20,FFC,283,Mesonet
ADKG1,33.883,-84.283,Peachtree DeKalb Airport,FFC,955,COOP
ADLG1,31.155,-83.544,Adel 7W,FFC,0,DCP
ADNV2,37.112,-80.125,ADNEY GAP IFLOWS,RNK,2860,Mesonet
ADTG1,34.164,-84.728,Allatoona Dam Tailrace,FFC,690,DCP
AELCC,33.739,-84.301,Atlanta East Lake CC,FFC,0,Mesonet
AELG1,31.11,-83.43,Adel,FFC,0,Mesonet
AFLTE,33.625,-84.418,Atlanta Flint East,FFC,0,Mesonet
AFRG1,33.897,-83.366,Athens 2SE,FFC,0,DCP
AFS05,33.7,-84.481,Atlanta Fire Station 5,FFC,0,Mesonet
AFS08,33.801,-84.436,Atlanta Fire Station 8,FFC,0,Mesonet
AFS13,33.742,-84.347,Atlanta Fire Station 13,FFC,0,Mesonet
AFS25,33.723,-84.464,Atlanta Fire Station 25,FFC,0,Mesonet
AFS27,33.871,-84.408,Atlanta Fire Station 27,FFC,0,Mesonet
AFS29,33.811,-84.369,Atlanta Fire Station 29,FFC,0,Mesonet
AFS31,33.689,-84.511,Atlanta Fire Station 31,FFC,0,Mesonet
AFS34,33.656,-84.374,Atlanta Fire Station 34,FFC,0,Mesonet
AFTV2,38.029,-78.86,AFTON MTN IFLOWS,RNK,2040,Mesonet
AGRNS,33.76,-84.425,Atlanta Greens Ferry CSO,FFC,0,Mesonet
AHCG1,33.788,-83.393,Athens 12S,FFC,0,DCP
AHN,33.948,-83.328,Athens Airport,FFC,802,UNKNOWN
AHNA1,34.791,-86.966,Athens TVA,HUN,0,DCP
AHNT1,35.468,-84.586,ATHENS,MRX,940,DCP
AILG1,32.183,-82.567,Ailey,FFC,235,COOP
AITBP,33.702,-84.333,Atlanta INTCKBYP,FFC,0,Mesonet
AKDA1,34.97,-87.397,Arkdell,HUN,0,DCP
AKH,35.2,-81.151,GASTONIA MUNI AP,GSP,798,ASOS/AWOS
AKLA1,33.867,-86.922,Arkadelphia,HUN,0,DCP
ALAG1,31.384,-83.192,Alapaha,FFC,0,DCP
ALAT02,32.476,-86.439,Prattville 1.1NNE,FFC,0,Mesonet
ALBB04,33.02,-86.924,Wilton 5.0SSW,FFC,0,Mesonet
ALBL02,33.955,-86.544,Rosa 2.8SW,FFC,0,Mesonet
ALBL03,33.858,-86.868,Warrior 4.6NW,FFC,0,Mesonet
ALBL05,33.803,-86.56,Springville 5.3WNW,FFC,0,Mesonet
ALBL06,34.091,-86.607,Blountsville 1.3NW,FFC,0,Mesonet
ALBL09,33.942,-86.456,Oneonta 0.9SE,FFC,0,Mesonet
ALBR02,31.898,-85.142,Eufaula 1.0SSE,FFC,0,Mesonet
ALBR03,31.894,-85.162,Eufaula 1.3SSW,FFC,0,Mesonet
ALCB01,32.815,-85.175,Valley 0.4NNW,FFC,0,Mesonet
ALCE01,34.481,-85.522,Mentone 6.9SSE,FFC,0,Mesonet
ALCG1,33.917,-83.888,Lawrenceville,FFC,850,DCP
ALCH01,32.875,-86.641,Clanton 2.6NNW,FFC,0,Mesonet
ALCH03,32.834,-86.477,Clanton 8.6E,FFC,0,Mesonet
ALCM01,34.03,-87.028,Bremen (Colony 9.5 NW),HUN,0,Mesonet
ALCM03,34.17,-86.763,4 E Cullman (Cullman 4.4 E),HUN,0,Mesonet
ALCM04,34.066,-86.735,2 E Hanceville (Hancevill 1.6 E),HUN,0,Mesonet
ALCM05,34.242,-86.863,Vinemont (Vinemont 0.2 ENE),HUN,0,Mesonet
ALCM06,34.101,-86.932,1E Trimble (Cullman 7.5 SW),HUN,0,Mesonet
ALCM07,34.032,-87.069,4S Crane Hill (Crane Hill 4.3 S),HUN,0,Mesonet
ALCM08,34.178,-86.996,3 N Logan (Logan 2.8 NNE),HUN,0,Mesonet
ALCN04,33.702,-85.703,Anniston 6.9ENE,FFC,0,Mesonet
ALCN07,33.776,-85.736,Jacksonville 2.8SSE,FFC,0,Mesonet
ALCN08,33.762,-85.818,Weaver 0.7NW,FFC,0,Mesonet
ALCS01,33.045,-86.231,Sylacauga 9.2S,FFC,0,Mesonet
ALCS02,33.078,-86.206,Sylacauga 7.5SSE,FFC,0,Mesonet
ALCS03,32.822,-86.053,Alexander City 10.0SW,FFC,0,Mesonet
ALCT01,34.639,-87.7,New Bethel (Tuscumbia 6.2 S),HUN,0,Mesonet
ALCT02,34.812,-87.963,1 SW Georgetown (Cherokee 3.9 N),HUN,0,Mesonet
ALCT03,34.744,-87.679,West Muscle Shoals (Muscle Shoals 2.1 W),HUN,0,Mesonet
ALCT04,34.729,-87.647,S Muscle Shoals (Muscle Shoals 1.3 SSW),HUN,0,Mesonet
ALCT05,34.766,-87.681,Sheffield (Sheffield 1.3 ENE),HUN,0,Mesonet
ALCT06,34.676,-88.053,Natchez Trace (Cherokee 7.4 SW),HUN,0,Mesonet
ALCT07,34.606,-87.671,Littleville (Littleville 0.8 NNE),HUN,0,Mesonet
ALCT08,34.715,-87.692,South Tuscumbia (Tuscumbia 1.2 SE),HUN,0,Mesonet
ALCT09,34.732,-87.666,South Muscle Shoals #2 (Muscle Shoals 1.7 SW),HUN,0,Mesonet
ALCT1,35.809,-83.927,LITTLE RIVER NEAR ALCOA,MRX,0,DCP
ALCT10,34.687,-87.684,3 S Tuscumbia (Tuscumbia 3.1 SSE),HUN,0,Mesonet
ALCT11,34.734,-87.738,Rivermont (Sheffield 2.6 SW),HUN,0,Mesonet
ALDK01,34.49,-85.929,3 N Fyffe (Fyffe 3.0 NNW),HUN,0,Mesonet
ALDK05,34.392,-85.971,Lakeview (Lakeview 0.2 E),HUN,0,Mesonet
ALDK07,34.345,-86.048,3 W Geraldine (Geraldine 2.8 WSW),HUN,0,Mesonet
ALDK08,34.535,-85.756,3.5 E Sylvania (Sylvania 3.4 ESE),HUN,0,Mesonet
ALDS01,32.404,-87.055,Selma 1.5WSW,FFC,0,Mesonet
ALDW2,37.724,-80.642,ALDERSON,RNK,1540,DCP
ALEL04,32.55,-86.385,Millbrook 4.0NNW,FFC,0,Mesonet
ALEL05,32.542,-86.378,Millbrook 3.3N,FFC,0,Mesonet
ALES01,31.057,-87.167,Pollard 2.4N,FFC,0,Mesonet
ALFR01,34.481,-87.864,Belgreen (Russellville 7.9 WSW),HUN,0,Mesonet
ALFR03,34.437,-87.75,Spruce Pine (Russellville 4.9 SSW),HUN,0,Mesonet
ALFR06,34.371,-87.804,Gravel Hill (Phil Campbell 5.7 WNW),HUN,0,Mesonet
ALFR07,34.392,-87.752,1.5 W Spruce Pine (Spruce Pine 1.5 W),HUN,0,Mesonet
ALFY01,33.838,-87.813,Winfield 6.4S,FFC,0,Mesonet
ALFY03,33.714,-87.831,Fayette 1.4N,FFC,0,Mesonet
ALGN7,35.167,-80.833,#71 ALEXANDER GRAHAM MS,GSP,640,Mesonet
ALHL02,33.02,-87.645,Moundville 1.9NNW,FFC,0,Mesonet
ALIS1,35.065,-81.138,ALLISON CREEK NEAR YORK,GSP,610,DCP
ALJC01,34.892,-86.307,Putman Mountain (Skyline 12.1 WNW),HUN,0,Mesonet
ALJC03,34.806,-86.248,Hollytree (Skyline 7.1 W),HUN,0,Mesonet
ALJC04,34.58,-86.1,Skyline Shores (Scottsboro 5.6 SSW),HUN,0,Mesonet
ALJC06,34.793,-86.127,Skyline (Skyline 0.7 SSW),HUN,0,Mesonet
ALJC07,34.55,-86.079,Langston (Langston 1.3 NE),HUN,0,Mesonet
ALJC08,34.639,-86.258,Woodville (Woodville 1.7 NE),HUN,0,Mesonet
ALJC09,34.695,-86.119,Larkinsville (Scottsboro 5.2 NW),HUN,0,Mesonet
ALJC10,34.622,-86.038,South Scottsboro (Scottsboro 1.9 SSE),HUN,0,Mesonet
ALJC11,34.673,-86.053,NW Scottsboro (Scottsboro 1.7 N),HUN,0,Mesonet
ALJC12,34.734,-86.21,Pleasant Groves (Trenton 2.5 ESE),HUN,0,Mesonet
ALJC13,34.895,-85.794,Stevenson Airport Area (Stevenson 2.8 NE),HUN,0,Mesonet
ALJF02,33.478,-86.784,Homewood 1.6NE,FFC,0,Mesonet
ALJF03,33.46,-86.762,Vestavia Hills 2.4NE,FFC,0,Mesonet
ALJF04,33.579,-86.712,Tarrant 3.4ESE,FFC,0,Mesonet
ALJF07,33.615,-86.624,Trussville 2.3SW,FFC,0,Mesonet
ALJF08,33.659,-86.802,Gardendale 0.4S,FFC,0,Mesonet
ALLD01,34.795,-87.672,Florence Downtown (Florence 2.3 SSW),HUN,0,Mesonet
ALLD02,34.863,-87.303,3 N Rogersville (Rogersville 2.8 NNW),HUN,0,Mesonet
ALLD04,34.792,-87.679,McFarland Park (Florence 2.6 SSW),HUN,0,Mesonet
ALLD06,34.881,-87.496,2 NE Killen (Killen 2.3 NE),HUN,0,Mesonet
ALLD08,34.837,-87.485,Aqua Vista (Killen 3.0 ESE),HUN,0,Mesonet
ALLD09,34.913,-87.883,Macedonia (Waterloo 10.3 E),HUN,0,Mesonet
ALLD10,34.957,-87.919,4 NE Wright (Waterloo 8.7 NE),HUN,0,Mesonet
ALLD12,34.978,-87.51,East Green Hill (Killen 8.1 N),HUN,0,Mesonet
ALLD13,34.974,-87.534,West Green Hill (Killen 7.8 N),HUN,0,Mesonet
ALLD14,34.94,-87.604,Shoal Creek Region (St. Florian 5.3 NNW),HUN,0,Mesonet
ALLD15,34.905,-87.815,Sullivan Crossroads (Florence 10.0 WNW),HUN,0,Mesonet
ALLD16,34.845,-87.65,North Florence #1 (Florence 1.5 NE),HUN,0,Mesonet
ALLD17,34.911,-87.662,Blackburn (Florence 5.8 N),HUN,0,Mesonet
ALLD18,34.865,-87.256,3 NE Rogersville (Rogersville 3.1 NNE),HUN,0,Mesonet
ALLD19,34.903,-87.705,2 N Underwood (Underwood 1.9 NNW),HUN,0,Mesonet
ALLD20,34.86,-87.672,Rose Park (Florence 2.2 N),HUN,0,Mesonet
ALLD21,34.879,-87.259,4 N Rogersville (Rogersville 3.9 NNE),HUN,0,Mesonet
ALLD22,34.834,-87.577,Lake Coves #1 (Florence 5.0 E),HUN,0,Mesonet
ALLD23,34.834,-87.658,Florence HS Area (Florence 0.6 NE),HUN,0,Mesonet
ALLD24,34.843,-87.684,North Florence #2 (Florence 1.5 NW),HUN,0,Mesonet
ALLD25,34.834,-87.575,Lake Coves #2 (Florence 5.1 E),HUN,0,Mesonet
ALLD26,34.906,-87.596,Bailey Springs (St. Florian 3.2 NNE),HUN,0,Mesonet
ALLD27,34.898,-87.412,Springfield (Lexington 5.2 SSW),HUN,0,Mesonet
ALLE04,32.595,-85.471,Auburn 0.6ENE,FFC,0,Mesonet
ALLE05,32.562,-85.458,Auburn 2.5SSE,FFC,0,Mesonet
ALLE06,32.447,-85.366,Opelika 14.3S,FFC,0,Mesonet
ALLM01,33.702,-88.093,Vernon 4.1SSE,FFC,0,Mesonet
ALLR01,34.542,-87.176,Caddo (Hillsboro 6.6 S),HUN,0,Mesonet
ALLR02,34.538,-87.238,Chalybeate Springs (Hillsboro 7.4 SSW),HUN,0,Mesonet
ALLR04,34.463,-87.284,2 S Moulton (Moulton 1.5 S),HUN,0,Mesonet
ALLS01,34.81,-87.007,3 W Athens (Athens 3.1 WNW),HUN,0,Mesonet
ALLS02,34.804,-86.83,East Limestone (Athens 7.5 E),HUN,0,Mesonet
ALLS03,34.785,-87.036,Reid (Athens 4.3 W),HUN,0,Mesonet
ALLS04,34.738,-86.795,West Madison 1 (Madison 3.5 NW),HUN,0,Mesonet
ALLS05,34.814,-86.904,Oakdale (Athens 3.7 ENE),HUN,0,Mesonet
ALLS06,34.749,-86.791,West Madison 2 (Madison 4.0 NW),HUN,0,Mesonet
ALLS07,34.718,-87.02,Jones Crossroads (Athens 5.8 SW),HUN,0,Mesonet
ALLS08,34.935,-86.972,Elkmont (Elkmont 0.5 NNE),HUN,0,Mesonet
ALLS09,34.824,-87.009,4 NW Athens (Athens 3.9 NW),HUN,0,Mesonet
ALLS10,34.849,-86.999,5 N Athens (Athens 4.9 NNW),HUN,0,Mesonet
ALLS11,34.793,-86.926,East Athens (Athens 2.0 ENE),HUN,0,Mesonet
ALLS12,34.756,-87.123,Ripley (Athens 9.5 WSW),HUN,0,Mesonet
ALLS13,34.879,-87.052,Cartwright (Elkmont 5.5 SW),HUN,0,Mesonet
ALLS15,34.833,-87.17,2 W Lentzville (Lester 10.5 S),HUN,0,Mesonet
ALLS16,34.773,-86.879,French Mill (Athens 4.7 E),HUN,0,Mesonet
ALLT1,36.383,-84.877,Allardt,OHX,1675,COOP
ALMB01,30.608,-88.258,Tillmans Corner 4.3WNW,FFC,0,Mesonet
ALMB11,30.568,-88.233,Theodore 3.7WNW,FFC,0,Mesonet
ALMB15,30.49,-88.164,Theodore 3.9SSE,FFC,0,Mesonet
ALMB16,30.695,-88.159,Mobile 4.4WNW,FFC,0,Mesonet
ALMB17,30.566,-88.213,Theodore 2.6WNW,FFC,0,Mesonet
ALMB22,30.478,-88.351,Grand Bay 0.6NW,FFC,0,Mesonet
ALMB23,30.573,-88.19,Theodore 2.1NNW,FFC,0,Mesonet
ALMB34,30.64,-88.176,Mobile 5.7WSW,FFC,0,Mesonet
ALMB35,30.66,-88.212,Mobile 7.4W,FFC,0,Mesonet
ALMB37,30.709,-88.185,Mobile 6.1WNW,FFC,0,Mesonet
ALMB41,30.441,-88.12,Theodore 8.0SSE,FFC,0,Mesonet
ALMB42,30.609,-88.241,Tillmans Corner 3.4WNW,FFC,0,Mesonet
ALMB44,30.681,-88.119,Mobile 1.8W,FFC,0,Mesonet
ALMB47,30.681,-88.089,Mobile 0.2N,FFC,0,Mesonet
ALMB49,30.671,-88.108,Mobile 1.2WSW,FFC,0,Mesonet
ALMB50,30.604,-88.099,Mobile 5.1S,FFC,0,Mesonet
ALMD01,34.636,-86.536,SE HSV / Willow Bend #1 (Huntsville 7.1 SE),HUN,0,Mesonet
ALMD02,34.665,-86.366,Keel Mountain (Gurley 2.7 S),HUN,0,Mesonet
ALMD03,34.7,-86.558,North Jones Valley (Huntsville 4.0 E),HUN,0,Mesonet
ALMD04,34.647,-86.553,SE HSV #1 / Weatherly (Huntsville 5.9 SE),HUN,0,Mesonet
ALMD05,34.816,-86.766,3 S Harvest (Harvest 2.9 SSW),HUN,0,Mesonet
ALMD06,34.935,-86.583,NW Hazel Green (Hazel Green 1.2 NW),HUN,0,Mesonet
ALMD07,34.702,-86.728,E Madison / Clift Acres (Madison 1.2 E),HUN,0,Mesonet
ALMD08,34.738,-86.573,HSV Five Points (Huntsville 3.8 NE),HUN,0,Mesonet
ALMD09,34.758,-86.715,South Monrovia (Madison 4.3 NNE),HUN,0,Mesonet
ALMD10,34.62,-86.559,Mathis Mountain (Huntsville 7.2 SSE),HUN,0,Mesonet
ALMD11,34.713,-86.759,NW Madison #1 (Madison 0.9 NW),HUN,0,Mesonet
ALMD12,34.6,-86.581,S Huntsville #1 (Huntsville 7.9 SSE),HUN,0,Mesonet
ALMD13,34.913,-86.451,2 W New Market (New Market 1.5 W),HUN,0,Mesonet
ALMD14,34.622,-86.521,Green Mountain (Huntsville 8.5 SE),HUN,0,Mesonet
ALMD15,34.806,-86.487,Mount Carmel (Moores Mill 3.9 SE),HUN,0,Mesonet
ALMD16,34.738,-86.795,West Madison (Madison 3.5 NW),HUN,0,Mesonet
ALMD17,34.773,-86.427,Maysville (Huntsville 9.9 NE),HUN,0,Mesonet
ALMD18,34.597,-86.54,Far SE HSV (Owens Crossroads 4.7 WNW),HUN,0,Mesonet
ALMD19,34.807,-86.468,Bell Factory (Moores Mill 4.5 SE),HUN,0,Mesonet
ALMD20,34.601,-86.583,South HSV #2 (Huntsville 7.8 SSE),HUN,0,Mesonet
ALMD21,34.756,-86.563,Chapman Heights (Huntsville 5.0 NE),HUN,0,Mesonet
ALMD22,34.769,-86.442,1 W Maysville (Gurley 6.0 NW),HUN,0,Mesonet
ALMD23,34.59,-86.444,Owens Crossroads (Owens Crossroads 1.0 ENE),HUN,0,Mesonet
ALMD24,34.71,-86.709,E Madison #1 (Madison 2.3 ENE),HUN,0,Mesonet
ALMD25,34.734,-86.556,E Huntsville (Huntsville 4.4 ENE),HUN,0,Mesonet
ALMD26,34.728,-86.717,E Madison/Indian Hills (Madison 2.6 NE),HUN,0,Mesonet
ALMD27,34.733,-86.732,N Madison/Clifts Cove (Madison 2.3 NNE),HUN,0,Mesonet
ALMD28,34.738,-86.532,Monte Sano #1 (Huntsville 5.8 ENE),HUN,0,Mesonet
ALMD29,34.612,-86.539,SE HSV #3 / Bailey Cove (Huntsville 8.2 SE),HUN,0,Mesonet
ALMD30,34.614,-86.556,SE HSV #4 / Hobbs (Huntsville 7.6 SSE),HUN,0,Mesonet
ALMD31,34.72,-86.736,North Madison #1 (Madison 1.4 NNE),HUN,0,Mesonet
ALMD32,34.789,-86.773,Harvest / Magnolia Springs #1 (Harvest 4.8 SSW),HUN,0,Mesonet
ALMD33,34.671,-86.515,Huntsville Mountain (Owens Crossroads 6.9 NNW),HUN,0,Mesonet
ALMD34,34.607,-86.754,1 NW Triana (Triana 1.0 NW),HUN,0,Mesonet
ALMD35,34.774,-86.763,2 E Capshaw (Harvest 5.7 S),HUN,0,Mesonet
ALMD36,34.821,-86.509,Moores Mill / Henson Hills (Moores Mill 2.3 SSE),HUN,0,Mesonet
ALMD37,34.741,-86.75,NW Madison #2 (Madison 2.6 N),HUN,0,Mesonet
ALMD38,34.739,-86.759,NW Madison #3 (Madison 2.5 NNW),HUN,0,Mesonet
ALMD39,34.749,-86.746,North Madison #2 (Madison 3.2 N),HUN,0,Mesonet
ALMD40,34.667,-86.485,Hampton Cove #1 (Owens Crossroads 6.0 NNW),HUN,0,Mesonet
ALMD41,34.763,-86.618,NW Huntsville (Huntsville 3.9 N),HUN,0,Mesonet
ALMD42,34.669,-86.495,Big Cove (Hampton Cove 1.0 NW),HUN,0,Mesonet
ALMD43,34.562,-86.397,2 NE New Hope (New Hope 1.9 NE),HUN,0,Mesonet
ALMD44,34.958,-86.522,Skinem (Hazel Green 3.5 NE),HUN,0,Mesonet
ALMD45,34.809,-86.784,Clarkdale (Harvest 3.8 SSW),HUN,0,Mesonet
ALMD46,34.792,-86.776,Harvest / Magnolia Springs #2 (Harvest 4.6 SSW),HUN,0,Mesonet
ALMD47,34.645,-86.527,SE Huntsville #5 (Huntsville 7.2 SE),HUN,0,Mesonet
ALMD48,34.639,-86.537,SE HSV / Willow Bend #2 (Huntsville 7.0 SE),HUN,0,Mesonet
ALMD49,34.665,-86.473,Hampton Cove #2 (Owens Crossroads 5.8 N),HUN,0,Mesonet
ALMD50,34.727,-86.745,North Madison #3 (Madison 1.7 N),HUN,0,Mesonet
ALMD51,34.752,-86.593,North Huntsville (Huntsville 3.6 NNE),HUN,0,Mesonet
ALMD52,34.728,-86.529,Monte Sano #2 (Huntsville 5.8 ENE),HUN,0,Mesonet
ALMD53,34.669,-86.729,Edgewater (Madison 2.6 SSE),HUN,0,Mesonet
ALMD54,34.652,-86.558,SE HSV #6 (Huntsville 5.5 SE),HUN,0,Mesonet
ALMD56,34.782,-86.477,Ryland (Brownsboro 3.0 NW),HUN,0,Mesonet
ALMD57,34.816,-86.753,Capshaw Mtn Area (Harvest 2.8 S),HUN,0,Mesonet
ALMD59,34.786,-86.711,East Monrovia (Harvest 5.3 SSE),HUN,0,Mesonet
ALMG01,34.583,-86.944,E Decatur/Point Mallard (Decatur 2.6 ENE),HUN,0,Mesonet
ALMG02,34.549,-87.005,SW Decatur (Decatur 1.8 SSW),HUN,0,Mesonet
ALMG03,34.513,-86.923,Burningtree Mtn. (Priceville 2.2 WSW),HUN,0,Mesonet
ALMG04,34.485,-86.569,Morgan City (Laceys Spring 4.0 SSE),HUN,0,Mesonet
ALMG05,34.604,-87.015,Moulton Heights (Decatur 2.7 NW),HUN,0,Mesonet
ALMG06,34.431,-86.951,1 W Hartselle (Hartselle 0.8 WSW),HUN,0,Mesonet
ALMG07,34.449,-86.84,3 SW Somerville (Somerville 2.8 WSW),HUN,0,Mesonet
ALMG08,34.419,-86.941,1 S Hartselle (Hartselle 1.2 S),HUN,0,Mesonet
ALMG09,34.364,-86.822,Gandy Cove (Falkville 5.1 E),HUN,0,Mesonet
ALMG10,34.494,-86.861,2.5 SE Priceville (Priceville 2.5 SE),HUN,0,Mesonet
ALMG11,34.348,-86.791,2 NW Eva (Eva 2.4 WNW),HUN,0,Mesonet
ALMG12,34.491,-86.633,Union Hill (Laveys Spring 3.4 SSW),HUN,0,Mesonet
ALMG13,34.515,-87.024,Basham (Decatur 4.4 SSW),HUN,0,Mesonet
ALMN02,31.509,-87.333,Monroeville 0.6SSW,FFC,0,Mesonet
ALMR01,33.979,-87.921,Guin 1.1NW,FFC,0,Mesonet
ALMS01,34.264,-86.206,Albertville High Area (Albertville 0.2 ESE),HUN,0,Mesonet
ALMS02,34.34,-86.543,Pine Lake Village (Arab 2.6 WNW),HUN,0,Mesonet
ALMS04,34.289,-86.127,McVille (Albertville 5.0 ENE),HUN,0,Mesonet
ALMS05,34.32,-86.334,Crossroads (Guntersville 4.4 SW),HUN,0,Mesonet
ALMS06,34.331,-86.293,Eagle Mountain (Guntersville 2.2 SW),HUN,0,Mesonet
ALMS07,34.266,-86.274,Rabbit Town (Albertville 3.7 W),HUN,0,Mesonet
ALMS10,34.383,-86.387,Mountain Gap/Georgia Mtn. (Union Grove 3.6 ESE),HUN,0,Mesonet
ALMS11,34.365,-86.236,Alder Springs (Guntersville 2.0 ENE),HUN,0,Mesonet
ALMS13,34.279,-86.291,Lattiwood (Albertville 4.8 WNW),HUN,0,Mesonet
ALMS15,34.463,-86.341,Cottonville (Grant 6.3 SW),HUN,0,Mesonet
ALMS16,34.282,-86.407,Browns Valley (Arab 6.2 ESE),HUN,0,Mesonet
ALMS18,34.34,-86.267,Wyeth Mountain (Guntersville 1.2 S),HUN,0,Mesonet
ALMS19,34.249,-86.393,Big Spring Valley (Douglas 6.8 NW),HUN,0,Mesonet
ALMS20,34.42,-86.572,Cherokee Ridge (Union Grove 7.3 W),HUN,0,Mesonet
ALMY01,32.336,-86.219,Montgomery 4.0ESE,FFC,0,Mesonet
ALMY04,32.386,-86.227,Montgomery 4.0ENE,FFC,0,Mesonet
ALNK2,37.583,-82.833,Allen,JKL,650,DCP
ALPC01,33.052,-88.295,Aliceville 9.4WSW,FFC,0,Mesonet
ALPG1,34.102,-84.351,Alpharetta COOP,FFC,1060,COOP
ALPK01,31.794,-85.945,Troy 1.5ESE,FFC,0,Mesonet
ALPT1,36.397,-85.174,Alpine,OHX,0,DCP
ALRS01,32.495,-85.029,Phenix City 2.2NNW,FFC,0,Mesonet
ALRS02,32.503,-85.04,Phenix City 3.0NNW,FFC,0,Mesonet
ALRS03,32.292,-85.189,Ladonia 13.2SSW,FFC,0,Mesonet
ALRW2,37.728,-80.647,ALDERSON IFLOWS,RNK,1600,Mesonet
ALSC01,33.511,-86.252,Pell City 3.6SSE,FFC,0,Mesonet
ALSC03,33.489,-86.325,Pell City 5.8SSW,FFC,0,Mesonet
